ANP	Reef Unit	ID Transect	Year_survey	ID_specie	ID_paper	D1_max_diam_cm	D2_min_diam_cm	altura_maxima_cm	Muerto_spp_diss_sig_paper	Mortalidad_total	obs
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	UTEN	otras	50	40	10	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	SSID	SSID	80	40	20	si	80	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	APAL	otras	400	300	100	no	90	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	APAL	otras	30	20	20	no	30	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	PFUR	N/A	30	20	10	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	PAST	N/A	20	10	4	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	PFUR	N/A	50	20	15	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	SSID	SSID	50	30	30	si	20	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	SSID	SSID	40	40	20	si	20	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	SSID	SSID	70	50	30	si	100	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	PSTR	PSTR	50	40	20	si	100	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	PAST	N/A	20	20	10	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	PAST	N/A	5	5	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	APAL	otras	40	30	20	no	30	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	PSTR	PSTR	60	40	40	si	95	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	PSTR	PSTR	20	20	30	si	100	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	PSTR	PSTR	30	20	10	si	100	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	SSID	SSID	50	40	40	si	80	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	20	20	10	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	8	8	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	8	8	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	8	8	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	8	8	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	10	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	8	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	8	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	8	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	8	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	8	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_7	2019	PAST	N/A	10	8	2	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_8	2019	PAST	N/A	10	10	3	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	PFUR	N/A	52	20	15	no	0	
PNAPM	PuertoMorelos	Radio Pirata_cresta_9	2019	PSTR	PSTR	20	20	30	si	100	
PNAPM		Radio Pirata_cresta_ 1	2019	OFAV	OFAV	n/a	n/a	n/a	si	40	no mesure
PNAPM		Radio Pirata_cresta_2	2019	OFAV	OFAV	n/a	n/a	n/a	si	50	no mesure
PNAPM		Radio Pirata_cresta_2	2019	OFAV	OFAV	n/a	n/a	n/a	si	30	no mesure
PNAPM		Radio Pirata_cresta_2	2019	OFAV	OFAV	n/a	n/a	n/a	no	0	no mesure
PNAPM		Radio Pirata_cresta_2	2019	OFAV	OFAV	n/a	n/a	n/a	no	0	no mesure
PNAPM		Radio Pirata_cresta_2	2019	OFAV	OFAV	n/a	n/a	n/a	no	0	no mesure
PNAPM		Radio Pirata_cresta_2	2019	OFAV	OFAV	n/a	n/a	n/a	no	0	no mesure
PNAPM		Radio Pirata_cresta_3	2019	OFAV	OFAV	n/a	n/a	n/a	no	10	no mesure
PNAPM		Radio Pirata_cresta_3	2019	OFAV	OFAV	n/a	n/a	n/a	no	0	no mesure
PNAPM		Radio Pirata_cresta_3	2019	OFAV	OFAV	n/a	n/a	n/a	no	0	no mesure
PNAPM		Radio Pirata_cresta_3	2019	OFAV	OFAV	n/a	n/a	n/a	no	0	no mesure
PNAPM		Radio Pirata_cresta_4	2019	OFAV	OFAV	n/a	n/a	n/a	si	25	no mesure
PNAPM		Radio Pirata_cresta_4	2019	OFAV	OFAV	n/a	n/a	n/a	si	31	no mesure
PNAPM		Radio Pirata_cresta_4	2019	OFAV	OFAV	n/a	n/a	n/a	no	5	no mesure
PNAPM		Radio Pirata_cresta_5	2019	OFAV	OFAV	n/a	n/a	n/a	no	0	no mesure
PNAPM		Radio Pirata_cresta_5	2019	OFAV	OFAV	n/a	n/a	n/a	no	0	no mesure
PNAPM		5	2019	PAST	otras	12	12	10	no	40	
PNAPM		5	2019	OANN	otras	130	120	110	no	50	
PNAPM		5	2019	PAST	otras	7	7	4	no	0	
PNAPM		5	2019	PAST	otras	15	10	8	no	0	
PNAPM		5	2019	UAGA	otras	8	8	3	no	0	
PNAPM		5	2019	PAST	otras	12	8	3	no	0	
PNAPM		5	2019	PSTR	PSTR	100	50	100	si	45	
PNAPM		5	2019	PAST	otras	10	10	4	no	0	
PNAPM		5	2019	UAGA	otras	10	10	3	no	0	
PNAPM		5	2019	UAGA	otras	5	5	4	no	0	
PNAPM		5	2019	PAST	otras	10	10	3	no	0	
PNAPM		5	2019	UAGA	otras	10	10	3	no	0	
PNAPM		5	2019	PAST	otras	10	8	10	no	0	
PNAPM		5	2019	SSID	SSID	20	20	14	si	15	
PNAPM		5	2019	MCAV	otras	20	20	10	no	20	
PNAPM		6	2019	UAGA	otras	20	20	20	no	0	
PNAPM		6	2019	MCAV	otras	60	40	30	no	30	
PNAPM		6	2019	MCAV	otras	70	40	8	no	28	
PNAPM		6	2019	UAGA	otras	15	10	5	no	0	
PNAPM		6	2019	MCAV	otras	20	10	30	no	0	
PNAPM		6	2019	MCAV	otras	70	60	30	no	70	
PNAPM		6	2019	OFAV	OFAV	10	10	40	no	0	
PNAPM		6	2019	OANN	otras	100	100	20	no	20	
PNAPM		6	2019	UAGA	otras	10	10	10	no	0	
PNAPM		6	2019	PSTR	PSTR	30	20	8	si	100	
PNAPM		6	2019	SSID	SSID	15	15	20	no	0	
PNAPM		6	2019	PSTR	PSTR	40	40	40	si	100	
PNAPM		6	2019	PSTR	PSTR	60	40	20	si	100	
PNAPM		7	2019	SSID	SSID	16	10	10	si	50	
PNAPM		7	2019	UTEN	otras	20	20	10	no	0	
PNAPM		7	2019	PSTR	PSTR	30	20	10	si	100	
PNAPM		7	2019	PAST	otras	12	10	10	no	0	
PNAPM		7	2019	OANN	otras	30	20	10	no	0	
PNAPM		7	2019	OANN	otras	5	5	6	no	0	
PNAPM		7	2019	UTEN	otras	30	30	15	no	0	
PNAPM		7	2019	SSID	SSID	10	10	5	no	0	
PNAPM		7	2019	UTEN	otras	10	10	6	no	0	
PNAPM		7	2019	PAST	otras	20	20	6	no	0	
PNAPM		7	2019	APAL	otras	4	4	2	no	0	
PNAPM		7	2019	MCAV	otras	60	40	20	no	20	
PNAPM		7	2019	UTEN	otras	30	30	20	no	0	
PNAPM		7	2019	UAGA	otras	20	20	5	no	0	
PNAPM		7	2019	OFAV	OFAV	60	60	40	si	70	
PNAPM		5	2019	PAST	otras	10	10	4	no	0	
PNAPM		5	2019	PAST	otras	10	10	4	no	0	
PNAPM		5	2019	PAST	otras	10	10	4	no	0	
PNAPM		5	2019	PAST	otras	10	10	4	no	0	
PNAPM		5	2019	UAGA	otras	5	5	4	no	0	
PNAPM		6	2019	UAGA	otras	15	10	5	no	0	
PNAPM		6	2019	UAGA	otras	10	10	10	no	0	
PNAPM		6	2019	UAGA	otras	10	10	10	no	0	
PNAPM		6	2019	UAGA	otras	10	10	10	no	0	
PNAPM		7	2019	PAST	otras	20	20	6	no	0	
PNAPM		7	2019	PAST	otras	20	20	6	no	0	
PNAPM		7	2019	PAST	otras	20	20	6	no	0	
PNAPM		7	2019	UAGA	otras	20	20	5	no	0	
PNAPM		7	2019	UAGA	otras	20	20	5	no	0	
PNAPM		7	2019	UAGA	otras	20	20	5	no	0	
PNAPM		7	2019	UAGA	otras	20	20	5	no	0	
PNAPM		7	2019	UAGA	otras	20	20	5	no	0	
PNAPM		5	2019	PAST	otras	10	10	3	no	0	
PNAPM		5	2019	PAST	otras	10	10	3	no	0	
PNAPM		5	2019	PAST	otras	10	10	3	no	0	
PNAPM		5	2019	PAST	otras	10	10	3	no	0	
PNAPM		5	2019	PAST	otras	10	10	3	no	0	
PNAPM		5	2019	PAST	otras	10	10	3	no	0	
PNAPM		5	2019	PAST	otras	10	10	3	no	0	
PNAPM		5	2019	PAST	otras	10	10	3	no	0	
PNAPM		7	2019	OFAV	OFAV	100	100	80	si	90	
PNAPM		7	2019	OFAV	OFAV	50	50	60	no	0	
PNAPM		7	2019	PAST	otras	10	10	6	no	0	
PNAPM		7	2019	UAGA	otras	10	10	3	no	0	
PNAPM		7	2019	OANN	otras	60	40	100	no	90	
PNAPM		7	2019	PAST	otras	60	60	20	no	0	
PNAPM		8	2019	PAST	otras	20	20	4	no	0	
PNAPM		8	2019	OANN	otras	10	10	20	no	0	
PNAPM		8	2019	PSTR	PSTR	60	40	40	si	100	
PNAPM		8	2019	PAST	otras	20	20	10	no	0	
PNAPM		8	2019	PSTR	PSTR	10	10	10	si	100	
PNAPM		8	2019	UAGA	otras	20	20	5	no	20	
PNAPM		8	2019	PSTR	PSTR	30	20	10	si	100	
PNAPM		8	2019	PAST	otras	60	60	40	no	100	
PNAPM		8	2019	PAST	otras	10	10	4	no	0	
PNAPM		8	2019	OFAV	OFAV	10	10	3	no	0	
PNAPM		8	2019	PSTR	PSTR	30	30	20	si	100	
PNAPM		8	2019	PAST	otras	10	10	4	no	0	
PNAPM		8	2019	SINT	otras	10	10	1	no	20	
PNAPM		8	2019	PAST	otras	20	20	4	no	0	
PNAPM		8	2019	PAST	otras	20	20	4	no	0	
PNAPM		8	2019	PAST	otras	10	10	4	no	0	
PNAPM		8	2019	PAST	otras	10	10	4	no	0	
PNAPM		8	2019	PAST	otras	10	10	4	no	0	
PNAPM		9	2019	PAST	otras	10	7	1	no	0	
PNAPM		9	2019	SINT	otras	10	6	1	no	30	
PNAPM		9	2019	PAST	otras	10	8	1	no	10	
PNAPM		9	2019	UAGA	otras	20	20	1	no	0	
PNAPM		9	2019	UAGA	otras	10	7	2	no	0	
PNAPM		9	2019	PAST	otras	6	5	1	no	0	
PNAPM		9	2019	UTEN	otras	34	15	5	no	60	
PNAPM		9	2019	PAST	otras	6	6	3	no	0	
PNAPM		9	2019	APAL	otras	8	6	10	no	0	
PNAPM		9	2019	PAST	otras	7	5	1	no	0	
PNAPM		9	2019	PAST	otras	30	20	5	no	40	
PNAPM		9	2019	UAGA	otras	76	20	1	no	10	
PNAPM		9	2019	PAST	otras	26	25	1	no	30	
PNAPM		9	2019	PAST	otras	20	20	5	no	25	
PNAPM		9	2019	UAGA	otras	25	20	5	no	0	
PNAPM		9	2019	OANN	otras	20	10	25	no	70	
PNAPM		9	2019	UAGA	otras	25	20	5	no	25	
PNAPM		9	2019	AHUM	otras	25	20	10	no	30	
PNAPM		9	2019	SRAD	N/A	10	10	15	no	15	
PNAPM		9	2019	AHUM	otras	25	20	10	no	13	
PNAPM		7	2019	SSID	SSID	50	40	20	si	95	
PNAPM		7	2019	PCLI	otras	40	30	28	no	0	
PNAPM		7	2019	PAST	otras	8	8	1	no	0	
PNAPM		7	2019	PAST	otras	10	10	2	no	0	
PNAPM		7	2019	SRAD	N/A	9	4	1	no	0	
PNAPM		7	2019	PAST	otras	11	8	3	no	0	
PNAPM		7	2019	UTEN	otras	200	140	110	no	90	
PNAPM		7	2019	ISIN	otras	13	13	5	no	0	
PNAPM		7	2019	PAST	otras	10	10	2	no	0	
PNAPM		7	2019	PAST	otras	22	10	5	no	0	
PNAPM		7	2019	OFAV	OFAV	30	20	20	si	40	
PNAPM		7	2019	SRAD	N/A	8	8	1	no	0	
PNAPM		7	2019	OFAV	OFAV	40	20	30	si	20	
PNAPM		8	2019	SSID	SSID	20	20	4	si	15	
PNAPM		8	2019	PAST	otras	12	10	4	no	0	
PNAPM		8	2019	PAST	otras	10	10	3	no	0	
PNAPM		8	2019	PAST	otras	12	10	5	no	10	
PNAPM		8	2019	PAST	otras	10	10	2	no	0	
PNAPM		8	2019	PAST	otras	20	18	3	no	0	
PNAPM		8	2019	PAST	otras	10	8	2	no	0	
PNAPM		8	2019	UAGA	otras	40	40	20	no	100	
PNAPM		8	2019	UAGA	otras	10	10	2	no	0	
PNAPM		8	2019	PAST	otras	12	10	2	no	0	
PNAPM		8	2019	PAST	otras	5	3	1	no	0	
PNAPM		8	2019	PAST	otras	50	30	20	no	0	
PNAPM		8	2019	PAST	otras	15	15	8	no	0	
PNAPM		8	2019	PAST	otras	20	20	8	no	0	
PNAPM		8	2019	PAST	otras	10	10	2	no	0	
PNAPM		8	2019	PAST	otras	10	10	3	no	0	
PNAPM		8	2019	PAST	otras	5	5	1	no	0	
PNAPM		9	2019	PAST	otras	30	28	5	no	0	
PNAPM		9	2019	PAST	otras	10	10	2	no	0	
PNAPM		9	2019	PAST	otras	10	10	2	no	0	
PNAPM		9	2019	PSTR	PSTR	145	40	45	si	90	
PNAPM		9	2019	PAST	otras	32	20	20	no	0	
PNAPM		9	2019	PSTR	PSTR	50	30	25	si	51	
PNAPM		9	2019	APRO	N/A	18	10	10	no	0	
PNAPM		9	2019	APRO	N/A	10	8	8	no	0	
PNAPM		9	2019	PSTR	PSTR	50	36	40	si	100	
PNAPM		9	2019	UTEN	otras	20	20	20	no	0	
PNAPM		9	2019	UTEN	otras	70	50	12	no	30	
PNAPM		9	2019	PAST	otras	10	10	2	no	0	
PNAPM		9	2019	PAST	otras	10	10	10	no	0	
PNAPM		9	2019	UTEN	otras	25	20	10	no	10	
PNAPM		7	2019	PAST	otras	10	10	2	no	0	
PNAPM		7	2019	PAST	otras	8	8	1	no	0	
PNAPM		7	2019	PAST	otras	8	8	1	no	0	
PNAPM		7	2019	SRAD	N/A	8	8	1	no	0	
PNAPM		8	2019	UAGA	otras	10	10	2	no	0	
PNAPM		8	2019	PAST	otras	12	10	2	no	0	
PNAPM		8	2019	PAST	otras	5	3	1	no	0	
PNAPM		8	2019	UAGA	otras	10	10	2	no	0	
PNAPM		8	2019	PAST	otras	5	3	1	no	0	
PNAPM		9	2019	PAST	otras	10	10	2	no	0	
PNAPM		9	2019	PAST	otras	10	10	2	no	0	
PNAPM		9	2019	PAST	otras	10	10	2	no	0	
PNAPM		9	2019	PAST	otras	10	10	2	no	0	
PNAPM		9	2019	PAST	otras	10	10	2	no	0	
PNAPM		9	2019	PAST	otras	10	10	2	no	0	
PNAPM		9	2019	PAST	otras	10	10	2	no	0	
PNAPM		9	2019	APAL	otras	60	40	20	no	30	
PNAPM		9	2019	UTEN	otras	10	10	15	no	0	
PNAPM		9	2019	OFAV	OFAV	55	46	63	si	15	
PNAPM		9	2019	UTEN	otras	70	50	40	no	30	
PNAPM		9	2019	APAL	otras	40	20	10	no	5	
PNAPM		10	2019	APAL	otras	100	60	40	no	60	
PNAPM		10	2019	PAST	otras	20	20	3	no	0	
PNAPM		10	2019	APAL	otras	10	10	4	no	0	
PNAPM		10	2019	PAST	otras	30	30	10	no	0	
PNAPM		10	2019	PAST	otras	40	40	5	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	18	12	4	no	0	
PNAPM		10	2019	APAL	otras	100	60	40	no	65	
PNAPM		10	2019	PAST	otras	10	10	3	no	100	
PNAPM		10	2019	PAST	otras	40	40	10	no	100	
PNAPM		10	2019	PAST	otras	50	5	1	no	0	
PNAPM		10	2019	PAST	otras	30	15	10	no	30	
PNAPM		10	2019	UAGA	otras	50	5	1	no	0	
PNAPM		11	2019	PAST	otras	20	20	10	no	0	
PNAPM		11	2019	PSTR	PSTR	50	40	30	no	0	
PNAPM		11	2019	PSTR	PSTR	20	20	20	no	0	
PNAPM		11	2019	PSTR	PSTR	30	20	15	no	0	
PNAPM		11	2019	PAST	otras	20	20	5	no	0	
PNAPM		11	2019	PSTR	PSTR	50	40	30	si	30	
PNAPM		11	2019	PAST	otras	10	10	3	no	0	
PNAPM		11	2019	PAST	otras	20	20	3	no	0	
PNAPM		11	2019	PAST	otras	20	14	5	no	0	
PNAPM		11	2019	PAST	otras	10	10	5	no	0	
PNAPM		11	2019	PAST	otras	12	12	9	no	0	
PNAPM		11	2019	PAST	otras	20	20	5	no	0	
PNAPM		11	2019	PAST	otras	5	5	1	no	0	
PNAPM		11	2019	PAST	otras	20	20	5	no	0	
PNAPM		11	2019	PAST	otras	10	10	2	no	0	
PNAPM		11	2019	PAST	otras	20	20	5	no	0	
PNAPM		11	2019	PAST	otras	20	20	9	no	0	
PNAPM		11	2019	PAST	otras	10	10	2	no	0	
PNAPM		11	2019	PAST	otras	12	12	9	no	0	
PNAPM		11	2019	AHUM	N/A	10	10	2	no	0	
PNAPM		11	2019	PAST	otras	15	15	4	no	0	
PNAPM		11	2019	APAL	otras	120	80	60	no	20	
PNAPM		11	2019	PFUR	otras	14	10	3	no	0	
PNAPM		11	2019	UAGA	otras	10	10	2	no	0	
PNAPM		11	2019	UAGA	otras	12	12	2	no	0	
PNAPM		10	2019	APAL	otras	10	10	4	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	2	no	0	
PNAPM		10	2019	PAST	otras	10	10	3	no	100	
PNAPM		10	2019	PAST	otras	10	10	3	no	100	
PNAPM		10	2019	PAST	otras	10	10	3	no	100	
PNAPM		10	2019	PAST	otras	10	10	3	no	100	
PNAPM		10	2019	PAST	otras	10	10	3	no	100	
PNAPM		10	2019	PAST	otras	10	10	3	no	100	
PNAPM		10	2019	PAST	otras	10	10	3	no	100	
PNAPM		10	2019	PAST	otras	50	5	1	no	0	
PNAPM		10	2019	UAGA	otras	50	5	1	no	0	
PNAPM		11	2019	PAST	otras	5	5	1	no	0	
PNAPM		10	2019	PAST	otras	50	5	1	no	0	
PNAPM		10	2019	UAGA	otras	50	5	1	no	0	
PNAPM		11	2019	PAST	otras	5	5	1	no	0	
PNAPM		11	2019	PAST	otras	5	5	1	no	0	
PNAPM		11	2019	PAST	otras	5	5	1	no	0	
PNAPM		11	2019	PAST	otras	5	5	1	no	0	
PNAPM		11	2019	PAST	otras	5	5	1	no	0	
PNAPM		11	2019	PAST	otras	5	5	1	no	0	
PNAPM		11	2019	PAST	otras	5	5	1	no	0	
PNAPM		11	2019	PAST	otras	5	5	1	no	0	
PNAPM		11	2019	PFUR	otras	14	10	3	no	0	
PNAPM		11	2019	UAGA	otras	10	10	2	no	100	
PNAPM		11	2019	UAGA	otras	10	10	2	no	100	
PNAPM		1	2019	PSTR	PSTR	35	30	20	si	60	
PNAPM		1	2019	MMEA	otras	30	20	10	no	100	
PNAPM		1	2019	OANN	otras	35	30	30	no	0	
PNAPM		1	2019	PSTR	PSTR	40	30	30	si	63	
PNAPM		1	2019	SSID	SSID	30	30	10	si	100	
PNAPM		1	2019	UAGA	otras	10	10	10	no	0	
PNAPM		1	2019	UAGA	otras	10	10	10	no	0	
PNAPM		1	2019	PAST	otras	5	5	2	no	0	
PNAPM		1	2019	SSID	SSID	10	10	5	si	15	
PNAPM		1	2019	PAST	otras	20	20	5	no	0	
PNAPM		1	2019	SRAD	N/A	5	5	5	no	0	
PNAPM		1	2019	OANN	otras	100	90	100	no	90	
PNAPM		1	2019	PAST	otras	15	15	5	no	0	
PNAPM		1	2019	PAST	otras	15	15	5	no	0	
PNAPM		1	2019	UAGA	otras	30	30	20	no	0	
PNAPM		1	2019	UAGA	otras	15	15	3	no	0	
PNAPM		1	2019	UAGA	otras	15	15	3	no	0	
PNAPM		1	2019	UAGA	otras	15	15	3	no	0	
PNAPM		1	2019	UAGA	otras	15	15	3	no	0	
PNAPM		1	2019	OANN	otras	40	20	40	no	100	
PNAPM		1	2019	OANN	otras	200	100	110	no	30	
PNAPM		1	2019	PAST	otras	30	20	5	no	0	
PNAPM		1	2019	SINT	otras	10	10	3	no	0	
PNAPM		1	2019	ALAM	otras	40	30	5	no	0	
PNAPM		1	2019	MCAV	otras	40	30	20	no	10	
PNAPM		1	2019	UTEN	otras	120	120	80	no	30	
PNAPM		1	2019	UTEN	otras	150	80	80	no	40	
PNAPM		1	2019	UTEN	otras	20	20	10	no	0	
PNAPM		1	2019	UTEN	otras	60	40	30	no	80	
PNAPM		1	2019	UTEN	otras	50	40	30	no	60	
PNAPM		1	2019	MCAV	otras	50	40	20	no	50	
PNAPM		1	2019	UTEN	otras	20	20	10	no	0	
PNAPM		2	2019	PAST	otras	12	12	5	no	0	
PNAPM		2	2019	UTEN	otras	30	20	10	no	10	
PNAPM		2	2019	UTEN	otras	50	40	30	no	10	
PNAPM		2	2019	PPOR	otras	20	20	5	no	0	
